episode,raw_reward,cleaned_reward,smoothed_reward
1,0.3348063826560974,0.3348063826560974,0.5650885999202728
2,0.5341507196426392,0.5341507196426392,0.5683452188968658
3,0.5960264801979065,0.5960264801979065,0.5761023901010814
4,0.6880502104759216,0.6880502104759216,0.5878863711931699
5,0.7805320024490356,0.7805320024490356,0.60783102248966
6,0.8058781027793884,0.8058781027793884,0.6260100730116995
7,0.7773605585098267,0.7773605585098267,0.644943549829351
8,0.82476806640625,0.82476806640625,0.6638724463111297
9,0.8396371006965637,0.8396371006965637,0.682319754925445
10,0.8663671612739563,0.8663671612739563,0.6988252415803587
11,0.8945654034614563,0.8945654034614563,0.7136475425399592
12,0.8391218781471252,0.8391218781471252,0.7283026308575913
13,0.8296760320663452,0.8296760320663452,0.7424241472906917
14,0.8528708815574646,0.8528708815574646,0.7540501193187732
15,0.8624570369720459,0.8624570369720459,0.7644523048175829
16,0.9047454595565796,0.9047454595565796,0.7747685924127895
17,0.8237176537513733,0.8237176537513733,0.7839989549979743
18,0.8761066794395447,0.8761066794395447,0.7932271355082487
19,0.871666669845581,0.871666669845581,0.801483928596389
20,0.8301784992218018,0.8301784992218018,0.8088715855699881
21,0.8751561641693115,0.8751561641693115,0.8158489096330748
22,0.831651508808136,0.831651508808136,0.822091778531626
23,0.8754428625106812,0.8754428625106812,0.8276775033355929
24,0.9295483231544496,0.9295483231544496,0.8326752571075632
25,0.8769051432609558,0.8769051432609558,0.8360083824331356
26,0.8643399477005005,0.8643399477005005,0.8389906524612792
27,0.8270862102508545,0.8270862102508545,0.8410541439417313
28,0.8292224407196045,0.8292224407196045,0.842900425792662
29,0.8406928181648254,0.8406928181648254,0.8427604708868041
30,0.8585938215255737,0.8585938215255737,0.8426352480762996
31,0.9205788373947144,0.9205788373947144,0.8437673751467915
32,0.8415708541870117,0.8415708541870117,0.845328053712979
33,0.916162610054016,0.916162610054016,0.8483587343944947
34,0.8533904552459717,0.8533904552459717,0.8510703960569035
35,0.899697482585907,0.899697482585907,0.8516023463935843
36,0.8741195201873779,0.8741195201873779,0.853570821085678
37,0.8561239242553711,0.8561239242553711,0.853839568787751
38,0.8509178757667542,0.8509178757667542,0.8540800272580269
39,0.8703028559684753,0.8703028559684753,0.8542951743103789
40,0.8498697280883789,0.8498697280883789,0.8544876743045887
41,0.8462671041488647,0.8462671041488647,0.8541119060374482
42,0.8771781325340271,0.8771781325340271,0.8558162165565036
43,0.894553542137146,0.894553542137146,0.8551902704019642
44,0.8331247568130493,0.8331247568130493,0.8549348746153765
45,0.8999102711677551,0.8999102711677551,0.8572762701857608
46,0.8239488005638123,0.8239488005638123,0.8568012954745631
47,0.8527640104293823,0.8527640104293823,0.8563763181013861
48,0.8864505290985107,0.8864505290985107,0.8560979991311095
49,0.8357853293418884,0.8357853293418884,0.8557470529519803
50,0.8537322878837585,0.8537322878837585,0.8554330484759173
51,0.9164087772369384,0.9164087772369384,0.8543009553235515
52,0.8446781635284424,0.8446781635284424,0.8523519420623238
53,0.7919650673866272,0.7919650673866272,0.8515441759008626
54,0.8224166035652161,0.8224166035652161,0.8508214377563974
55,0.7988371253013611,0.7988371253013611,0.8501747773113496
56,0.8930914998054504,0.8930914998054504,0.8520600039832686
57,0.9124534726142884,0.9124534726142884,0.8542717332601506
58,0.8730714321136475,0.8730714321136475,0.8562506489289398
59,0.8680844306945801,0.8680844306945801,0.859826431408546
60,0.9042474031448364,0.9042474031448364,0.861220642009083
61,0.8317441344261169,0.8317441344261169,0.8623774568939397
62,0.890220582485199,0.890220582485199,0.8630774483972015
63,0.8722103834152222,0.8722103834152222,0.8640388099780458
64,0.8552191853523254,0.8552191853523254,0.8648989756030117
65,0.8690273761749268,0.8690273761749268,0.8656685974779812
66,0.8983529210090637,0.8983529210090637,0.8660221531302912
67,0.8954916000366211,0.8954916000366211,0.8659060575632156
68,0.8480400443077087,0.8480400443077087,0.8658021825821479
69,0.8621990084648132,0.8621990084648132,0.8657092418096137
70,0.8649192452430725,0.8649192452430725,0.86554782651479
71,0.8641757965087891,0.8641757965087891,0.8654034023036321
72,0.8670434355735779,0.8670434355735779,0.8652741806410171
73,0.8109874129295349,0.8109874129295349,0.8652368190201809
74,0.8940884470939636,0.8940884470939636,0.8654269891836963
75,0.840496301651001,0.840496301651001,0.8655971414352628
76,0.9060141444206238,0.9060141444206238,0.8662764887568613
77,0.872050940990448,0.872050940990448,0.8668843258340809
78,0.8626714944839478,0.8626714944839478,0.8664408699024879
79,0.895241379737854,0.895241379737854,0.8670314037012206
80,0.8173584938049316,0.8173584938049316,0.866572465888876
81,0.8181600570678711,0.8181600570678711,0.8652386931300012
82,0.8722304105758667,0.8722304105758667,0.86248538865979
83,0.8390823006629944,0.8390823006629944,0.8600219057127588
84,0.8539016246795654,0.8539016246795654,0.8593776656040016
85,0.8092104196548462,0.8092104196548462,0.8602108398990876
86,0.899931788444519,0.899931788444519,0.8595467119812432
87,0.9331498742103576,0.9331498742103576,0.8589524922652771
88,0.8672928214073181,0.8672928214073181,0.8584139705960344
89,0.8353912830352783,0.8353912830352783,0.8585222904174716
90,0.8454184532165527,0.8454184532165527,0.8580290531532611
91,0.8538365364074707,0.8538365364074707,0.8573274828994638
92,0.8594430088996887,0.8594430088996887,0.8560739008275784
93,0.8113345503807068,0.8113345503807068,0.8549522747632599
94,0.8513641357421875,0.8513641357421875,0.8545745759189364
95,0.834966242313385,0.834966242313385,0.8542366348476996
96,0.8285170197486877,0.8285170197486877,0.8522081724756665
97,0.877466082572937,0.877466082572937,0.8521193265037214
98,0.8755233287811279,0.8755233287811279,0.8545829056908167
99,0.7911046147346497,0.7911046147346497,0.8567871607529547
100,0.911162257194519,0.911162257194519,0.8587593889664467
101,0.9035922288894652,0.9035922288894652,0.8586753541927826
102,0.8259671926498413,0.8259671926498413,0.8586001651847674
103,0.8579610586166382,0.8579610586166382,0.8585328908091749
104,0.8386837244033813,0.8386837244033813,0.8584726979468027
105,0.8655859231948853,0.8655859231948853,0.8584188411752064
106,0.8516501188278198,0.8516501188278198,0.8583706535374623
107,0.8740202784538269,0.8740202784538269,0.8584607766233177
108,0.8592268228530884,0.8592268228530884,0.8587593151015092
109,0.8148667216300964,0.8148667216300964,0.8590264284767332
110,0.8612968921661377,0.8612968921661377,0.8592654246545651
111,0.9003438949584961,0.9003438949584961,0.8594792633399938
112,0.863287627696991,0.863287627696991,0.8596705926901141
113,0.8583418130874634,0.8583418130874634,0.8600513332171539
114,0.8861033916473389,0.8861033916473389,0.8618621098494116
115,0.8564671277999878,0.8564671277999878,0.8620121643596831
116,0.8899954557418823,0.8899954557418823,0.861715808333624
117,0.8772537112236023,0.8772537112236023,0.8633513770588849
118,0.8137868642807007,0.8137868642807007,0.8629140512750151
119,0.8591967821121216,0.8591967821121216,0.8626031005711683
120,0.8818451762199402,0.8818451762199402,0.862244540733374
121,0.8550148010253906,0.8550148010253906,0.8619237240364
122,0.8599600195884705,0.8599600195884705,0.861636677518055
123,0.856131911277771,0.856131911277771,0.8610572284401303
124,0.8915736675262451,0.8915736675262451,0.8604211834491051
125,0.8175632357597351,0.8175632357597351,0.8585566118419844
126,0.8036579489707947,0.8036579489707947,0.85688831093035
127,0.8427077531814575,0.8427077531814575,0.8537810751200097
128,0.8273695707321167,0.8273695707321167,0.8510009167633894
129,0.8478187322616577,0.8478187322616577,0.8501279521758176
130,0.8214178681373596,0.8214178681373596,0.8494606042596954
131,0.8437881469726562,0.8437881469726562,0.8488635034926386
132,0.8952978253364563,0.8952978253364563,0.8483292554379036
133,0.8502244353294373,0.8502244353294373,0.8478512440205092
134,0.7014983892440796,0.7014983892440796,0.8481010536319753
135,0.8403664827346802,0.8403664827346802,0.8491069694330534
136,0.8616816401481628,0.8616816401481628,0.8492245974221464
137,0.857657253742218,0.857657253742218,0.84829216429715
138,0.8882254958152771,0.8882254958152771,0.8492779631861046
139,0.8279931545257568,0.8279931545257568,0.8501599937709586
140,0.7814236879348755,0.7814236879348755,0.8508295430977674
141,0.8865528106689453,0.8865528106689453,0.8484257127217663
142,0.8565207123756409,0.8565207123756409,0.8441460211618302
143,0.7986395955085754,0.7986395955085754,0.8403168234503086
144,0.8050254583358765,0.8050254583358765,0.836890699182105
145,0.8077686429023743,0.8077686429023743,0.8338252195737124
146,0.8222382068634033,0.8222382068634033,0.831082422029361
147,0.7745485901832581,0.7745485901832581,0.8301514520118918
148,0.8494783043861389,0.8494783043861389,0.8293184788383667
149,0.8483783006668091,0.8483783006668091,0.8310557142322503
150,0.8984159231185913,0.8984159231185913,0.8328791443832566
151,0.7691012024879456,0.7691012024879456,0.8345106345183675
152,0.8458222150802612,0.8458222150802612,0.8359703888497825
153,0.850117564201355,0.850117564201355,0.8374595652025796
154,0.7802462577819824,0.7802462577819824,0.8383398441370724
155,0.8577117323875427,0.8577117323875427,0.8391274621310923
156,0.8904848098754883,0.8904848098754883,0.8402843149805936
157,0.8218269944190979,0.8218269944190979,0.8421187799707988
158,0.8210783004760742,0.8210783004760742,0.8437601433830876
159,0.8917983174324036,0.8917983174324036,0.8461317232451737
160,0.8662901520729065,0.8662901520729065,0.8447126703849608
161,0.8326507210731506,0.8326507210731506,0.846617127069517
162,0.8787983655929565,0.8787983655929565,0.8483211146293831
163,0.8286494612693787,0.8286494612693787,0.8498457350776843
164,0.8628050088882446,0.8628050088882446,0.8512098691630064
165,0.7631073594093323,0.7631073594093323,0.8524304101867157
166,0.8795958161354065,0.8795958161354065,0.8503587214049829
167,0.8928235769271851,0.8928235769271851,0.8516688569295368
168,0.7978918552398682,0.7978918552398682,0.853715063220761
169,0.8327493667602539,0.8327493667602539,0.8555458793760669
170,0.8888577818870544,0.8888577818870544,0.8543206210997158
171,0.871107816696167,0.871107816696167,0.8520499627481936
172,0.7537020444869995,0.7537020444869995,0.8500183210652525
173,0.8439059257507324,0.8439059257507324,0.8493749110321452
174,0.8109997510910034,0.8109997510910034,0.845739201198253
175,0.7229891419410706,0.7229891419410706,0.8424861976626652
176,0.8445690870285034,0.8445690870285034,0.8395756155518761
177,0.8148356676101685,0.8148356676101685,0.8369714105053806
178,0.9234907031059264,0.9234907031059264,0.8363161851790343
179,0.8049874901771545,0.8049874901771545,0.8371849116895047
180,0.8307467699050903,0.8307467699050903,0.8381160485777343
181,0.8460307121276855,0.8460307121276855,0.8389491710566764
182,0.853780210018158,0.853780210018158,0.8380857604091411
183,0.8569282293319702,0.8569282293319702,0.8389220711163563
184,0.8096481561660767,0.8096481561660767,0.8398160542402456
185,0.8145244121551514,0.8145244121551514,0.8406159338774097
186,0.8474149107933044,0.8474149107933044,0.8408816633317074
187,0.8861275315284729,0.8861275315284729,0.8411194212645001
188,0.8180938959121704,0.8180938959121704,0.8413321520464725
189,0.8431403636932373,0.8431403636932373,0.841522490114553
190,0.8676525950431824,0.8676525950431824,0.8415843560622406
191,0.8111073970794678,0.8111073970794678,0.8406233815955834
192,0.8421102166175842,0.8421102166175842,0.8407798905452677
193,0.8324550986289978,0.8324550986289978,0.8399035966593446
194,0.8107193112373352,0.8107193112373352,0.8388356818199846
195,0.8517436385154724,0.8517436385154724,0.8381640414840912
196,0.8297584056854248,0.8297584056854248,0.8375631001309234
197,0.7791830897331238,0.7791830897331238,0.8378853413837339
198,0.8406243920326233,0.8406243920326233,0.838758886003767
199,0.9057866930961608,0.9057866930961608,0.8389552550594361
200,0.8822270631790161,0.8822270631790161,0.8413205679590554
